review_group,selection_order,edit_id,source_id,class,class_provenance,family,changed_ratio,component_count,seed,edit_index,bbox_xyxy,preview_path,human_label,comment
C_semantic,1,seed42_271_edit01,271,CLASS_PROVENANCE_UNAVAILABLE,NOT_STORED_IN_R1_FORMAL_ARTIFACTS,C_crack_like_structural_evolution,0.004404296875,1,42,1,"[344, 334, 397, 536]",images/seed42_271.jpg,,
C_semantic,2,seed42_12_edit01,12,CLASS_PROVENANCE_UNAVAILABLE,NOT_STORED_IN_R1_FORMAL_ARTIFACTS,C_crack_like_structural_evolution,0.0022998046875,1,42,1,"[470, 465, 567, 541]",images/seed42_12.jpg,,
C_semantic,3,seed42_536_edit00,536,CLASS_PROVENANCE_UNAVAILABLE,NOT_STORED_IN_R1_FORMAL_ARTIFACTS,C_crack_like_structural_evolution,0.00314453125,1,42,0,"[246, 302, 348, 466]",images/seed42_536.jpg,,
C_semantic,4,seed42_476_edit00,476,CLASS_PROVENANCE_UNAVAILABLE,NOT_STORED_IN_R1_FORMAL_ARTIFACTS,C_crack_like_structural_evolution,0.0051513671875,1,42,0,"[260, 135, 471, 276]",images/seed42_476.jpg,,
C_semantic,5,seed42_450_edit00,450,CLASS_PROVENANCE_UNAVAILABLE,NOT_STORED_IN_R1_FORMAL_ARTIFACTS,C_crack_like_structural_evolution,0.00365478515625,1,42,0,"[245, 348, 489, 435]",images/seed42_450.jpg,,
C_semantic,6,seed42_311_edit00,311,CLASS_PROVENANCE_UNAVAILABLE,NOT_STORED_IN_R1_FORMAL_ARTIFACTS,C_crack_like_structural_evolution,0.00334228515625,1,42,0,"[431, 383, 605, 424]",images/seed42_311.jpg,,
C_semantic,7,seed42_255_edit02,255,CLASS_PROVENANCE_UNAVAILABLE,NOT_STORED_IN_R1_FORMAL_ARTIFACTS,C_crack_like_structural_evolution,0.0039697265625,1,42,2,"[140, 174, 254, 407]",images/seed42_255.jpg,,
C_semantic,8,seed42_974_edit00,974,CLASS_PROVENANCE_UNAVAILABLE,NOT_STORED_IN_R1_FORMAL_ARTIFACTS,C_crack_like_structural_evolution,0.00412353515625,1,42,0,"[262, 339, 409, 434]",images/seed42_974.jpg,,
C_semantic,9,seed42_219_edit00,219,CLASS_PROVENANCE_UNAVAILABLE,NOT_STORED_IN_R1_FORMAL_ARTIFACTS,C_crack_like_structural_evolution,0.00411865234375,1,42,0,"[290, 127, 367, 355]",images/seed42_219.jpg,,
C_semantic,10,seed42_762_edit01,762,CLASS_PROVENANCE_UNAVAILABLE,NOT_STORED_IN_R1_FORMAL_ARTIFACTS,C_crack_like_structural_evolution,0.00427490234375,1,42,1,"[133, 161, 200, 382]",images/seed42_762.jpg,,
