review_group,selection_order,edit_id,source_id,class,class_provenance,family,changed_ratio,component_count,seed,edit_index,bbox_xyxy,preview_path,human_label,comment
B_semantic,1,seed42_992_edit00,992,CLASS_PROVENANCE_UNAVAILABLE,NOT_STORED_IN_R1_FORMAL_ARTIFACTS,B_diffuse_texture,0.01040283203125,1,42,0,"[340, 545, 500, 589]",images/seed42_992.jpg,,
B_semantic,2,seed42_254_edit01,254,CLASS_PROVENANCE_UNAVAILABLE,NOT_STORED_IN_R1_FORMAL_ARTIFACTS,B_diffuse_texture,0.14851806640625,14,42,1,"[31, 360, 523, 554]",images/seed42_254.jpg,,
B_semantic,3,seed42_132_edit00,132,CLASS_PROVENANCE_UNAVAILABLE,NOT_STORED_IN_R1_FORMAL_ARTIFACTS,B_diffuse_texture,0.10656982421875,2,42,0,"[143, 284, 639, 440]",images/seed42_132.jpg,,
B_semantic,4,seed42_461_edit01,461,CLASS_PROVENANCE_UNAVAILABLE,NOT_STORED_IN_R1_FORMAL_ARTIFACTS,B_diffuse_texture,0.14598388671875,10,42,1,"[0, 415, 413, 639]",images/seed42_461.jpg,,
B_semantic,5,seed42_415_edit01,415,CLASS_PROVENANCE_UNAVAILABLE,NOT_STORED_IN_R1_FORMAL_ARTIFACTS,B_diffuse_texture,0.03157958984375,1,42,1,"[93, 80, 278, 205]",images/seed42_415.jpg,,
B_semantic,6,seed42_385_edit02,385,CLASS_PROVENANCE_UNAVAILABLE,NOT_STORED_IN_R1_FORMAL_ARTIFACTS,B_diffuse_texture,0.0494921875,2,42,2,"[259, 487, 599, 591]",images/seed42_385.jpg,,
B_semantic,7,seed42_284_edit01,284,CLASS_PROVENANCE_UNAVAILABLE,NOT_STORED_IN_R1_FORMAL_ARTIFACTS,B_diffuse_texture,0.170771484375,6,42,1,"[77, 115, 459, 444]",images/seed42_284.jpg,,
B_semantic,8,seed42_240_edit01,240,CLASS_PROVENANCE_UNAVAILABLE,NOT_STORED_IN_R1_FORMAL_ARTIFACTS,B_diffuse_texture,0.11355224609375,5,42,1,"[0, 109, 562, 264]",images/seed42_240.jpg,,
B_semantic,9,seed42_861_edit02,861,CLASS_PROVENANCE_UNAVAILABLE,NOT_STORED_IN_R1_FORMAL_ARTIFACTS,B_diffuse_texture,0.11500732421875,1,42,2,"[114, 252, 554, 443]",images/seed42_861.jpg,,
B_semantic,10,seed42_210_edit02,210,CLASS_PROVENANCE_UNAVAILABLE,NOT_STORED_IN_R1_FORMAL_ARTIFACTS,B_diffuse_texture,0.01576171875,1,42,2,"[320, 415, 440, 483]",images/seed42_210.jpg,,
B_semantic,11,seed42_917_edit00,917,CLASS_PROVENANCE_UNAVAILABLE,NOT_STORED_IN_R1_FORMAL_ARTIFACTS,B_diffuse_texture,0.13798095703125,2,42,0,"[53, 111, 584, 275]",images/seed42_917.jpg,,
B_semantic,12,seed42_701_edit00,701,CLASS_PROVENANCE_UNAVAILABLE,NOT_STORED_IN_R1_FORMAL_ARTIFACTS,B_diffuse_texture,0.151181640625,3,42,0,"[167, 215, 639, 421]",images/seed42_701.jpg,,
