review_group,selection_order,edit_id,source_id,class,class_provenance,family,changed_ratio,component_count,seed,edit_index,bbox_xyxy,preview_path,human_label,comment
A_semantic,1,seed42_958_edit00,958,CLASS_PROVENANCE_UNAVAILABLE,NOT_STORED_IN_R1_FORMAL_ARTIFACTS,A_small_low_contrast,0.00242919921875,1,42,0,"[43, 108, 78, 147]",images/seed42_958.jpg,,
A_semantic,2,seed42_252_edit00,252,CLASS_PROVENANCE_UNAVAILABLE,NOT_STORED_IN_R1_FORMAL_ARTIFACTS,A_small_low_contrast,0.003017578125,1,42,0,"[355, 398, 416, 427]",images/seed42_252.jpg,,
A_semantic,3,seed42_115_edit00,115,CLASS_PROVENANCE_UNAVAILABLE,NOT_STORED_IN_R1_FORMAL_ARTIFACTS,A_small_low_contrast,0.0013916015625,1,42,0,"[248, 573, 279, 597]",images/seed42_115.jpg,,
A_semantic,4,seed42_434_edit00,434,CLASS_PROVENANCE_UNAVAILABLE,NOT_STORED_IN_R1_FORMAL_ARTIFACTS,A_small_low_contrast,0.0018701171875,1,42,0,"[384, 350, 418, 378]",images/seed42_434.jpg,,
A_semantic,5,seed42_399_edit01,399,CLASS_PROVENANCE_UNAVAILABLE,NOT_STORED_IN_R1_FORMAL_ARTIFACTS,A_small_low_contrast,0.00091796875,1,42,1,"[251, 543, 279, 560]",images/seed42_399.jpg,,
A_semantic,6,seed42_376_edit01,376,CLASS_PROVENANCE_UNAVAILABLE,NOT_STORED_IN_R1_FORMAL_ARTIFACTS,A_small_low_contrast,0.00072509765625,1,42,1,"[560, 581, 583, 596]",images/seed42_376.jpg,,
A_semantic,7,seed42_277_edit00,277,CLASS_PROVENANCE_UNAVAILABLE,NOT_STORED_IN_R1_FORMAL_ARTIFACTS,A_small_low_contrast,0.0026806640625,1,42,0,"[428, 129, 475, 162]",images/seed42_277.jpg,,
A_semantic,8,seed42_238_edit01,238,CLASS_PROVENANCE_UNAVAILABLE,NOT_STORED_IN_R1_FORMAL_ARTIFACTS,A_small_low_contrast,0.00197021484375,1,42,1,"[298, 139, 337, 168]",images/seed42_238.jpg,,
A_semantic,9,seed42_803_edit02,803,CLASS_PROVENANCE_UNAVAILABLE,NOT_STORED_IN_R1_FORMAL_ARTIFACTS,A_small_low_contrast,0.001826171875,1,42,2,"[194, 536, 235, 562]",images/seed42_803.jpg,,
A_semantic,10,seed42_221_edit01,221,CLASS_PROVENANCE_UNAVAILABLE,NOT_STORED_IN_R1_FORMAL_ARTIFACTS,A_small_low_contrast,0.00189453125,1,42,1,"[598, 490, 637, 519]",images/seed42_221.jpg,,
A_semantic,11,seed42_884_edit02,884,CLASS_PROVENANCE_UNAVAILABLE,NOT_STORED_IN_R1_FORMAL_ARTIFACTS,A_small_low_contrast,0.00158447265625,1,42,2,"[483, 68, 515, 95]",images/seed42_884.jpg,,
A_semantic,12,seed42_627_edit02,627,CLASS_PROVENANCE_UNAVAILABLE,NOT_STORED_IN_R1_FORMAL_ARTIFACTS,A_small_low_contrast,0.00228759765625,1,42,2,"[528, 456, 564, 495]",images/seed42_627.jpg,,
A_semantic,13,seed42_133_edit01,133,CLASS_PROVENANCE_UNAVAILABLE,NOT_STORED_IN_R1_FORMAL_ARTIFACTS,A_small_low_contrast,0.00146484375,1,42,1,"[117, 1, 147, 26]",images/seed42_133.jpg,,
A_semantic,14,seed42_129_edit01,129,CLASS_PROVENANCE_UNAVAILABLE,NOT_STORED_IN_R1_FORMAL_ARTIFACTS,A_small_low_contrast,0.002939453125,1,42,1,"[421, 91, 476, 118]",images/seed42_129.jpg,,
A_semantic,15,seed42_228_edit02,228,CLASS_PROVENANCE_UNAVAILABLE,NOT_STORED_IN_R1_FORMAL_ARTIFACTS,A_small_low_contrast,0.0008154296875,1,42,2,"[432, 463, 455, 481]",images/seed42_228.jpg,,
A_semantic,16,seed42_367_edit00,367,CLASS_PROVENANCE_UNAVAILABLE,NOT_STORED_IN_R1_FORMAL_ARTIFACTS,A_small_low_contrast,0.00185302734375,1,42,0,"[570, 370, 613, 396]",images/seed42_367.jpg,,
A_semantic,17,seed42_385_edit01,385,CLASS_PROVENANCE_UNAVAILABLE,NOT_STORED_IN_R1_FORMAL_ARTIFACTS,A_small_low_contrast,0.00302734375,1,42,1,"[250, 607, 301, 639]",images/seed42_385.jpg,,
A_semantic,18,seed42_755_edit01,755,CLASS_PROVENANCE_UNAVAILABLE,NOT_STORED_IN_R1_FORMAL_ARTIFACTS,A_small_low_contrast,0.00260009765625,1,42,1,"[365, 178, 404, 214]",images/seed42_755.jpg,,
